video_file_name,audio_file_name,video_position,audio_position_start,audio_position_end,motorcycle_present,car_present,van_present,truck_present,bus_present
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,80908,74671,78908,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,90417,83672,88417,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,99572,92536,97572,1,0,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,122015,116505,120015,0,0,1,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,123672,119815,121672,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,124807,121672,122807,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,127846,122807,125846,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,168108,161493,166108,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,171743,166108,169743,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,179158,172477,177158,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,183783,177060,181783,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,193259,185781,191259,0,0,0,1,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,202603,194650,200603,1,0,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,209473,202644,207473,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,219187,212715,217187,0,0,0,1,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,221817,217187,219817,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,236847,229884,234847,0,1,0,0,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,259650,252621,257650,0,0,0,1,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,263842,257650,261842,0,0,0,1,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,266908,261842,264908,0,0,0,1,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,278927,273924,276927,0,0,0,1,0
G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/rec_0524140000.avi,G:/Moje dane/ProjektBadawczy/INZNAK Viewer/data/audio_data_20190524T120000.wav,281899,276927,279899,0,1,0,0,0
